id,辞書ページ,見出し語,かな1,かな2,かな3,アクセント型,品詞,文語などの種別,補足,意味 1.,意味 2.,意味 3.,意味 4.,意味 5.,備考
4876,266,'inuca,ぃいぬちゃ,,,⓪,名,,,同年配。同じ年かっこう。'inujucaともいう。?ujaN QkwaN～natooN.親も子も同年配になっている。子が大きくなって親同様になった意。,,,,,
4877,266,'inuci,ぃいぬち,,,⓪,名,,,健康時のような元気。平常と同じ元気。'inucee neeN.元気がない。まだ元気が回復しない。,,,,,
4878,266,'inucimu,ぃいぬちむ,,,⓪,名,,,同じ心。年長らしくない心。年長の者が幼い者と同じ気持ちになって争う場合にいう。,,,,,
4879,266,'inuCira,ぃいぬちら,,ぃいぬつぃら,⓪,名,,,1.同じ顔。似た顔。,2.同類。一味。仲間のひとりの行為が全体のつらよごしになる場合にいう。～najuN.同類のように見られる。,,,,
4880,267,'inugu,ぃいぬぐ,,,⓪,名,,,絵の具。,,,,,
4881,267,'inugutooN,ぃいぬぐとーん,,,⓪,,,,（＜'inu+gutooN）同様である。同じようである。,,,,,
4882,267,'inugutooruu,ぃいぬぐとーるー,,,⓪,名,,,同様なもの。同じようなもの。,,,,,
4883,267,'inugutu,ぃいぬぐとぅ,,,⓪,副,,,同じように。同様に。同じく。～'jaN.同じようにだ。,,,,,
4884,267,'inuhwii,ぃいぬふぃー,,,⓪,名,,,同日。同じ日。,,,,,
4885,267,'inuhwisja,ぃいぬふぃさ,,ぃいぬふぃしゃ,⓪,副,,,"その足で。同じ足で。休んだり泊ったり,いったん帰ったりせずに,そのまま行く場合にいう。～keejuN.その足で帰る。",,,,,
4886,267,'inu?iihii,ぃいぬいーひー,,,⓪,名,,,"親しい同等･同年輩間の話し方。たがいに,?ii〔?i~i~〕と答え,hii〔i~i~〕と応ずる話し方。きみぼくの会話。tageeni?iihiiともいう。",,,,,
4887,267,'inui,ぃいぬい,,,⓪,名,,,1.同じ時節。一年の同じ季節。'inu+'uui。～gutuni　?Nbi?NzasjuN.（一年の）同じころに思い出す。,2.一周忌。,,,,
4888,267,'inujuca,ぃいぬゆちゃ,,,⓪,名,,,'inucaと同じ。,,,,,
4889,267,'inukaN,ぃいぬかん,,,⓪,名,,,"同感。同じように考え思うこと。また,同じ考え。",,,,,
4890,267,'inumici,ぃいぬみち,,,⓪,名,,,同じ道。前に来たのと同じ道･別の人と同じ方針などの意で用いる。cumiciの項参照。～kunuN.（前に来たのと）同じ道を行く。（前人と）同じ方針で行く。,,,,,
4891,267,'inumuN,ぃいぬむん,,,⓪,名,,,"同じもの。同じこと。また,同一物。?aNsiN kaNsiN ～du'jaru.ああしてもこうしても同じことだ。",,,,,
4892,267,'inunaa,ぃいぬなー,,,⓪,名,,,同名。,,,,,
4893,267,'inunagi,ぃいぬなぎ,,,⓪,名,,,同じ長さ。'iNnagiともいう。,,,,,
4894,267,'inuQcu,ぃいぬっちゅ,,,⓪,名,,,"同じ人。同一人。また,同じ人間。?ariN 'waNniN～du 'jaru.彼もわたしも同じく人間だ。",,,,,
4895,267,'inusaa,ぃいぬさー,,,⓪,名,,,"同じ姓（さが）の意。十二支の年が同じであること。同年,1歳と13歳と25歳など。",,,,,
4896,267,'inutaki,ぃいぬたき,,,⓪,名,,,同じたけ。同じ高さ。'iNtakiともいう。,,,,,
4897,267,'inutiiCi,ぃいぬてぃーち,,ぃいぬてぃーつぃ,⓪,名,,,同一。'inutiiCii.同一か。,,,,,
4898,267,'inutuci,ぃいぬとぅち,,,⓪,名,,,同じ時。同時。,,,,,
4899,267,'inutusi,ぃいぬとぅし,,,⓪,名,,,同年。同じ歳。cutusiともいう。,,,,,
4900,267,'inu?uQsa,ぃいぬうっさ,,,⓪,名,,,同量。同額。'jNsaともいう。,,,,,
4901,267,'inu?uuhuu,ぃいぬうーふー,,,⓪,名,,,互いに敬語を使って話す話し方。tageeni?uuhuuともいう。?uuhuuの項参照。,,,,,
4902,267,'inuu,ぃいぬー,,,⓪,名,,,同じもの。同様なもの。,,,,,
4903,267,'iN,ぃいん,,,⓪,名,,,"縁。ゆかり。また,血縁･夫婦の縁など。～musubuN.縁を結ぶ。～cirijuN.イ.縁が切れる。ロ.愛想がつきる。いやになる。～nu Ciragataka.縁が顔をかばう意。縁のある者は,ひいき目で顔もきれいに見える。",,,,,
4904,267,'iN-,ぃいん-,,,,接頭,,,"'inu-と同じ。'iNnagi（同じ長さ）,'iNtaki（同じたけ）など。",,,,,
4905,267,'iNbici,ぃいんびち,,,⓪,名,,,縁故。縁引き。縁を引いている者。狭義には姻戚関係（にある者）。,,,,,
4906,267,'iNgumi,ぃいんぐみ,,,⓪,名,,,縁組。～sjuN.縁組を結ぶ。,,,,,
4907,267,'iNiN,ぃいんいん,,,①,副,,,期日が延び延びになるさま。延引したさま。～natoosa.延び延びになっているよ。～Qsi burii natoosa.延び延びになって失礼したね。,,,,,
4908,267,'iNkirahwaa,ぃいんきらふぁー,,,⓪,名,,,"同じ状態。同じようす。前よりよくなるべきもの（学問･病気など）が,前の状態と変わりないこと。進歩のないこと。kiramaa maakara 'NNciN～.*慶良間島はどこから見ても同じに見える。?anu Qcoo ?iCimadiN～.*あの人はいつまでたっても変わらない。",,,,,
4909,267,'iNmaoo,ぃいんまおー,,,①,名,,,閻魔王。,,,,,
4910,267,'iNnagi,ぃいんなぎ,,,⓪,名,,,同じ長さ。'inunagiと同じ。,,,,,
4911,267,'iNpi,ぃいんび,,,⓪,名,,,同じ大きさ。'iNpinaa 'wakijuN.同じ大きさずつ分ける。,,,,,
4912,268,'iNpoo,ぃいんぼー,,,①,名,,,遠方。遠くの方。kaamaともいう。,,,,,
4913,268,'iNru,ぃいんる,,,⓪、①,名,,,遠慮。人に対してひかえ目にすること。～sjuN.,,,,,
4914,268,'iNsa,ぃいんさ,,,⓪,名,,,同量。同額。?inu?uQsaの略。'iNsanaa.同量ずつ。同額ずつ。,,,,,
4915,268,'iNsju,ぃいんす,,ぃいんしゅ,①,名,,,火薬。'Nsjuともいう。,,,,,
4916,268,'iNtaki,ぃいんたき,,,⓪,名,,,同じたけ。同じ高さ。'inutakiともいう。,,,,,
4917,268,'iQkwa,ぃいっくゎ,,,①,名,,,1.いい子。かわいい子。,2.親切な人。いい人。おとなや目上に対してもいう。?anuQcoo～'jaN.あの人は親切な人だ。,,,,
4918,268,'isici,ぃいしち,,,⓪,名,,,尻。けつ。｢居敷｣に対応する語か。,,,,,
4919,268,'isici,ぃいしち,,,①,名,,,"1.屋敷内にある,店子（naagu）などの家の建っている土地。据える（'isijuN）土地の意か。または,｢居敷｣に対応する語か。",,,,,
4920,268,'isiciganee,ぃいしちがねー,,,①,名,,,店子（naagu）などの家の建っている土地の地代。,,,,,
4921,268,'isi=juN,ぃいしゆん,ぃいしいん,,①,"他=raN,=ti",,,1.すえる。置く。'jaQkwaN～.やかんを置く。cimu～.心を落ち着ける。,2.設ける。つくる。haakata～.歯型を付ける。kata～.規則を設ける。,3.すわらせる。taQcooru Qcu～.立っている人をすわらせる。,4.地位につける。?ari muragasiraNkai 'isitaN.彼を村がしらにした。,,
4922,268,'isika=juN,ぃいしかゆん,ぃいしかいん,,①,"自=raN,=ti",,,"居やがる。'ijuN（すわる）,'uN（居る）の卑語。すわっている,仕事をしない,長居するなどを悪くいうのにも使う。｢居敷く｣と関係ある語か。",,,,,
4923,269,?jaa,っやー,,,①,名,,,1.おまえ。きみ。目下に対する第二人称。目上は?uNzu。複数は?iQtaa。,2.（接頭）おまえの。きみの。?jaasjumuCi.おまえの本。,,,,
4924,269,?jaagutooru,っやーぐとーる,,,⓪,連体,,,おまえのような。おまえごとき。非難の意でいう。～niNziN.おまえごとき人間。,,,,,
4925,269,?jaagutooruu,っやーぐとーるー,,,⓪,名,,,おまえとそっくりの者。?amanakai maQtaci～nu 'usa.あそこに全くおまえとそっくりの人がいるよ。,,,,,
4926,269,?jaakuru,っやーくる,,,⓪,副,,,?jaNkuruと同じ。,,,,,
4927,269,?jaNcui,っやんちゅい,,,⓪,名,,,おまえひとり。cuiはひとり。?jaa cuiともいう。,,,,,
4928,269,?jaNkuru,っやんくる,,,⓪,副,,,おまえ自身で。-kuruは自身の意。?jaakuruともいう。～Qsi.自分でしろ。,,,,,
4929,269,?jooii,っよーいー,,,⓪,名,,,（泣く子をあやす声から転じて）おさな子。赤ん坊。?unukuroo ?jaaja～du 'jateekutu.そのころはおまえはおさな子であったから。,,,,,
4930,269,?jooiigwaa,っよーいーぐゎー,,,⓪,名,,,赤ちゃん。かわいい幼子。?eeraasjaru～deemuN naa.かわいらしい赤ちゃんですね。,,,,,
4931,269,?jooii?jooii,っよーいーっよーいー,,,⓪,感,,,泣く子をあやす声。子守歌のはじめによく用いられる語。,,,,,
4932,269,?juN,っゆん,,,①,他･不規則,,,"言う。?ici kwiri.言ってくれ。?iigurisjaN.言いにくい。遠慮して言いにくい。また,表現や発音がしにくい。?imiSeeN.おっしゃる。言われる。?icaru magisa.（言った大きさの意）大きいことをいう者を笑う時いう。",,,,,
4933,269,?juu,っゆー,,,①,感,,,"はい。はあ。非常に目上の人に対して,肯定･承諾の意を表わす語。一般の目上には?uuという。",,,,,
4934,269,?juuniN、?ujubaN,っゆーにん、うゆばん,,,①、⓪,句,,,言うに及ばぬ。言うまでもない。,,,,,1つの見出し語の中に、複数のアクセント型が存在したので、見出し語はアクセント型の変わり目で句読点で句切り、アクセント型は発生順に句読点で句切って入力。
4935,270,'ja-,や-,,,,接頭,,,"八。'jahwani（八羽）,'jakeeN（八回）など。",,,,,
4936,270,-ja,-や,,,,助,,,"は。ii,ee,aa,oo,uuなどに終わる語に付く時は-jaのままである。'waQtaaja（わたしたちは）,cuuja（きょうは）など。しかし短い,i,a,uに終わる語に付く時は,それらの母音と融合し,ee,aa,ooとなる。kuri（これ）→kuree（これは）,kuma（ここ）→kumaa（ここは）,?iru（色）→?iroo（色は）など。またNに終わる語に付く時はNをnに変えてnooとなる。ziN（銭）→zinoo（銭は）,siraN（知らない,知らないで）→siranoo（知らないでは）など。ただし'waN（わたし）に付く時は'waNnee（わたしは）となる。主格を表わす-ga（が）,-nu（が）に付くこともできる。'waagaa ?icuN.わたしなら行く。?amanoo ?meNSeesa.あのかたならいらっしゃるよ。また,'jaN（である）,形容詞（たとえば'wakasaN=若い）,｢…している｣（たとえば'judooN=読んでいる）,｢…してある｣（たとえば'judeeN=読んである）などの否定の形にはふつう-jaの付いた形を用いる。sjumucee ?araN.本ではない。'wakakoo neeN.若く（は）ない。'judee 'uraN.読んで（は）いない。'judee neeN.読んで（は）ない。cuuja 'iitiNci deebiru.きょうはいい天気でございます。Simee siranoo sjooti.学問は知らないで（は）いて。?aee sani.ありはしないか。",,,,,
4937,270,'jaa,やー,,,①,感,,,"ねえ。なあ。もし。やあ。呼びかける時,同意を求める時発する語。～hwahwa?ujaju.[やあ母親よ（銘苅子）]もし,おかあさん。～?aN'jara 'jaa.ねえ,そうだろうねえ。～huNnu.ねえ,ほんとに（同情した時などに,女が言う）。",,,,,
4938,270,'jaa,やー,,,①,感,,,や（八）。やっつ。声を出して数える時にのみいう。,,,,,
4939,270,'jaa,やー,,,⓪,名、接尾,,,1.家。家屋。家庭。～humikasjuN.（歌･三味線などで）家をにぎやかにして祝う。～CukujuN.家を建てる。～tatijuN.分家させる。一戸をかまえさせる（～'wakasjuN）ともいう。～tacuN.分家する。一戸立てとなる（～'wakajuN）ともいう。～nee kakaraN.家にいない。外出ばかりする。,"2.（接尾）軒。cujaa（一軒）,tajaa（二軒）など。",,,,
4940,270,'jaa,やー,,,①,助,,,"ねえ。なあ。念を押したり,同意を求めたりする場合に用いる。cuuga～.来るかねえ。?icuga～.行くかねえ。（疑問の助詞-gaは通常疑問詞のある文に用いられるが,この'jaaが続く時は疑問詞なしでも用いられる。）?ika～.行こうねえ。?aN'jara～.そうだろうねえ。?aNsana～.そうしようねえ。?ikana～.行きたいねえ。'NNcaN doo～.見たんだねえ。",,,,,
4941,270,'jaabuci,やーぶち,,,⓪,名,,,屋根をふくこと。かやぶき屋根についていう。瓦ぶきにはkaaranusijuN（瓦をのせる）という。,,,,,
4942,270,'jaaburu,やーぶる,,,⓪,名,,,"便所。屋根のある便所で,ここでは豚を飼わない。豚を飼う便所はhuru。",,,,,
4943,270,'jaabusiN,やーぶしん,,,⓪,名,,,家の普請。,,,,,
4944,270,'jaaCi,やーち,,やーつぃ,①,名,,,"八。やっつ。また,8歳。時刻は午前午後の2時。",,,,,
4945,270,'jaaCukui,やーちゅくい,,やーつくい,⓪,名,,,'jaaZukuiと同じ。,,,,,
4946,270,'jaacuu,やーちゅー,,,⓪,名,,,灸。やいと。～'jacuN.灸をすえる。,,,,,
4947,271,jaadu,やーどぅ,,,⓪,名,,,宿。宿屋。'jaduともいう。,,,,,
4948,271,'jaadui,やーどぅい,,,⓪,名,,,"1.都落ちした士族の部落。都に定職なく都落ちした士族は,平民の村落と離れた所に居を定め,農業を営むようになった。その部落をいう。","2.別荘。貴族の別荘には?ujaadui,王家の別荘には?uduNという。那覇では別荘をharujaa（畑の中の家の意）という。",,,,
4949,271,'jaaduguci,やーどぅぐち,,,⓪,名,,,戸口。,,,,,
4950,271,'jaaduu,やーどぅー,,,⓪,名,,,やもり。,,,,,
4951,271,'jaagumai,やーぐまい,,,⓪,名,,,家にこもること。籠居。,,,,,
4952,271,'jaagumajaa,やーぐまやー,,,⓪,名,,,家にこもって出歩かない者。,,,,,
4953,271,'jaagwaa,やーぐゎー,,,⓪,名,,,小さい家。小屋。,,,,,
4954,271,'jaa?izaa,やーいじゃー,,,⓪,名,,,うち弁慶。?izaaは勇気のある者。,,,,,
4955,271,'jaajaa,やーやー,,,⓪,名,,,着物の小児語。おべべ。,,,,,
4956,271,'jaajaa,やーやー,,,①,感,文,,やあやあ。組踊りで人に呼び掛ける語。,,,,,
4957,271,'jaajaatu,やーやーとぅ,,,⓪,副,,,"静かに。安らかに。騒ぎが静まったさま。また,ほっと。安堵するさま。～najuN.（騒ぎが）静まる。また,ほっと安心する。",,,,,
4958,271,'jaajasici,やーやしち,,,⓪,名,,,家屋敷。家屋と敷地。,,,,,
4959,271,'jaakajaa,やーかやー,,,⓪,名,,,借家人。家を借りる者。,,,,,
4960,271,'jaakaracijaa,やーからちやー,,,⓪,名,,,不断着。家で着る着物。,,,,,
4961,271,'jaakaZai,やーかじゃい,,やーかざい,⓪,名,,,家および家財道具。財産。,,,,,
4962,271,'jaakazi,やーかじ,,,⓪,名,,,1.家の数。戸数。,2.家ごと（に）。戸ごと（に）。～hata ?agijuN.家ごとに旗をあげる。,,,,
4963,271,'jaakazihwirujaa,やーかじふぃるやー,,,⓪,名,,,移り気の奉公人。あちこち転々と渡り歩く奉公人。hwirujaaは拾う者の意。,,,,,
4964,271,'jaama,やーま,,,⓪,名,,,"1.糸車。糸搓り車。織機に付属する器具。右に車,左に紡錘があって,糸をより合わせる器具。","2.転じて,機械。?weNcujaama（ねずみとり機）など。",,,,
4965,271,'jaamadii,やーまでぃー,,,⓪,名,,,宿無し。住居を失うこと。-madiiは失って迷うこと。～sjooN.宿無しになっている。,,,,,
4966,271,'jaamanuCimi,やーまぬちみ,,やーまぬつぃみ,⓪,名,,,糸搓り車（'jaama）の管をさしこむ鉄錐。,,,,,
4967,271,'jaamucaa,やーむちゃー,,,⓪,名,,,所帯持ちの上手な者。,,,,,
4968,271,'jaamuci,やーむち,,,⓪,名,,,所帯持ち。所帯の持ち方。～nu 'jutasjaN.所帯持ちがよい。,,,,,
4969,271,'jaamucidoogu,やーむちどーぐ,,,⓪,名,,,所帯道具。,,,,,
4970,271,'jaamuciZuku,やーむちじゅく,,やーむちずく,⓪,名,,,所帯のきりもり。所帯を維持して行く手段。家政。,,,,,
4971,271,'jaanaree,やーなれー,,,⓪,名,,,"家での教育。しつけ。～-du hukanaree.家の中でのしつけが,よそに出た時の教育になる。",,,,,
4972,271,'jaaniNZu,やーにんじゅ,,やーにんず,⓪,名,,,1.家の人数。家族数。,2.家族。,,,,
4973,271,'jaanubaaN,やーぬばーん,,,⓪,名,,,るす番。,,,,,
4974,271,'jaanunuusi,やーぬぬーし,,,⓪,名,,,家主。貸家の主人。,,,,,
4975,271,'jaanu?uci,やーぬうち,,,⓪,名,,,家の中。屋内。,,,,,
4976,271,'jaanu?wii,やーぬっうぃー,,,⓪,名,,,屋根。～Nkai nubujuN.屋根に登る。,,,,,
4977,271,'jaaNnaa,やーんなー,,,⓪,名,,,来年。,,,,,
4978,271,'jaaNnaa,やーんなー,,,⓪,名,,,"家号。苗字。姓。'jagooともいう。家号と別に苗字がある時には,その苗字にはmjoozi,nooziという。",,,,,
4979,271,'jaasakurisja,やーさくりさ,,やーさくりしゃ,⓪,名,,,飢えの苦しさ。～sjuN.空腹で苦しむ。,,,,,
